WORD 	P+ 	P-
tablet		0.00214056368177 	0.00133466800133
fault		0.000356760613628 	0.000667334000667
heating		0.000356760613628 	0.000667334000667
wastage time		0.000356760613628 	0.001001001001
disappointment		0.000356760613628 	0.000667334000667
let		0.000356760613628 	0.000667334000667
placebo		0.000356760613628 	0.000667334000667
whole		0.000713521227257 	0.000667334000667
comes		0.000356760613628 	0.001001001001
genuine product		0.000713521227257 	0.000667334000667
cenizas		0.000713521227257 	0.000333667000334
among		0.000713521227257 	0.000333667000334
liked		0.00107028184088 	0.000333667000334
not expected		0.00107028184088 	0.00166833500167
color		0.00107028184088 	0.000667334000667
continuation		0.000713521227257 	0.000333667000334
low quality		0.000356760613628 	0.000667334000667
ubuntu		0.000356760613628 	0.000667334000667
period		0.000713521227257 	0.000333667000334
height		0.000356760613628 	0.001001001001
improper		0.000356760613628 	0.000667334000667
not happy		0.000356760613628 	0.001001001001
simply		0.00107028184088 	0.000333667000334
likes		0.000713521227257 	0.000333667000334
upto mark		0.000356760613628 	0.001001001001
table		0.00214056368177 	0.000333667000334
bizarre		0.000356760613628 	0.000667334000667
trust		0.000356760613628 	0.000667334000667
expensive		0.000713521227257 	0.000333667000334
late		0.000356760613628 	0.000667334000667
strong		0.000356760613628 	0.000667334000667
described		0.00107028184088 	0.000333667000334
raise		0.000356760613628 	0.000667334000667
tremendous		0.000713521227257 	0.000333667000334
decent		0.00214056368177 	0.000667334000667
create		0.000713521227257 	0.000333667000334
high hopes		0.000356760613628 	0.001001001001
due		0.000356760613628 	0.000667334000667
been		0.000713521227257 	0.000333667000334
mark		0.000356760613628 	0.000333667000334
quie		0.000713521227257 	0.000333667000334
quality product		0.00107028184088 	0.000667334000667
much		0.00178380306814 	0.000333667000334
damn		0.000713521227257 	0.000667334000667
wobbly		0.000356760613628 	0.001001001001
basic		0.00107028184088 	0.000667334000667
expected		0.00107028184088 	0.000333667000334
lovely		0.00178380306814 	0.000333667000334
comfortable stylish		0.00107028184088 	0.000333667000334
spoiling		0.000356760613628 	0.000667334000667
wants		0.000356760613628 	0.000333667000334
fuctional		0.000713521227257 	0.000333667000334
too tight		0.000356760613628 	0.001001001001
received		0.000356760613628 	0.001001001001
turned		0.000356760613628 	0.000333667000334
else		0.000356760613628 	0.000667334000667
sleeves		0.000356760613628 	0.001001001001
child		0.000713521227257 	0.000333667000334
receive		0.000356760613628 	0.000667334000667
worked		0.000713521227257 	0.000333667000334
sad		0.000713521227257 	0.000333667000334
standard		0.000356760613628 	0.000333667000334
cute drop		0.00107028184088 	0.000333667000334
novel		0.00107028184088 	0.000667334000667
product good		0.000356760613628 	0.000333667000334
reliable		0.000713521227257 	0.000333667000334
appearance		0.000356760613628 	0.000667334000667
budget		0.000713521227257 	0.000333667000334
value		0.000356760613628 	0.000333667000334
healthy		0.000713521227257 	0.000333667000334
while		0.000356760613628 	0.000667334000667
neat		0.000713521227257 	0.000333667000334
very soft		0.00107028184088 	0.000333667000334
reliably		0.000356760613628 	0.000667334000667
many		0.000713521227257 	0.000333667000334
newspaper		0.000356760613628 	0.000667334000667
advisable		0.000356760613628 	0.000667334000667
coolest		0.000713521227257 	0.000333667000334
terribly		0.000356760613628 	0.000667334000667
product nice		0.00107028184088 	0.000333667000334
stop		0.000713521227257 	0.000667334000667
larger		0.000356760613628 	0.000667334000667
costly		0.000356760613628 	0.000667334000667
hoping		0.000356760613628 	0.000667334000667
almost		0.000356760613628 	0.000667334000667
quality good		0.000356760613628 	0.000667334000667
ir		0.000356760613628 	0.000667334000667
canon		0.000356760613628 	0.000667334000667
disappointing		0.000356760613628 	0.00133466800133
cant		0.00107028184088 	0.001001001001
beautifully		0.00107028184088 	0.000333667000334
everyday		0.000713521227257 	0.000333667000334
saddening		0.000356760613628 	0.000667334000667
funny		0.00107028184088 	0.000333667000334
different		0.000713521227257 	0.00233566900234
wore		0.000713521227257 	0.000333667000334
shirt		0.000356760613628 	0.002002002002
anymore		0.000356760613628 	0.000667334000667
shiny		0.000713521227257 	0.000333667000334
wearing		0.000713521227257 	0.000333667000334
suggest		0.000356760613628 	0.000667334000667
make		0.000713521227257 	0.000333667000334
not too		0.000713521227257 	0.000333667000334
same		0.000713521227257 	0.000333667000334
varies		0.000356760613628 	0.000667334000667
paulo		0.000713521227257 	0.000333667000334
size issues		0.000356760613628 	0.000333667000334
waste		0.000356760613628 	0.000333667000334
party		0.000713521227257 	0.000333667000334
dont buy		0.000356760613628 	0.00367033700367
quality books		0.000713521227257 	0.000667334000667
difficult		0.000356760613628 	0.00133466800133
breakdown		0.000356760613628 	0.000667334000667
meets		0.000713521227257 	0.000333667000334
finish		0.000356760613628 	0.000333667000334
slightly		0.000356760613628 	0.000667334000667
keys		0.000356760613628 	0.000667334000667
fruit		0.000356760613628 	0.000667334000667
arrived		0.000713521227257 	0.000333667000334
purpose		0.000713521227257 	0.000333667000334
total waste		0.000356760613628 	0.001001001001
robust		0.000713521227257 	0.000333667000334
sandals		0.00178380306814 	0.000667334000667
totally		0.00178380306814 	0.000667334000667
collar		0.000356760613628 	0.000667334000667
tighter		0.000356760613628 	0.000667334000667
gorgeatte		0.000356760613628 	0.000667334000667
lower		0.000356760613628 	0.000667334000667
suitable		0.000713521227257 	0.000667334000667
discounted		0.000356760613628 	0.000667334000667
center		0.000356760613628 	0.001001001001
fully		0.00142704245451 	0.000333667000334
colour		0.00142704245451 	0.00133466800133
no		0.00107028184088 	0.00333667000334
spent		0.000713521227257 	0.000333667000334
soft fabric		0.00107028184088 	0.000333667000334
options		0.000713521227257 	0.000333667000334
person		0.000713521227257 	0.000667334000667
sheer		0.000356760613628 	0.000667334000667
materials		0.000356760613628 	0.000667334000667
theyre very		0.00107028184088 	0.000333667000334
bottle		0.000356760613628 	0.000667334000667
thoroughly		0.000713521227257 	0.000333667000334
very		0.000356760613628 	0.004004004004
model		0.000713521227257 	0.001001001001
thats		0.000713521227257 	0.000333667000334
interesting read		0.00107028184088 	0.000333667000334
left		0.000356760613628 	0.000667334000667
load		0.000356760613628 	0.000667334000667
abilities		0.000356760613628 	0.000667334000667
not satisfied		0.000356760613628 	0.00166833500167
less		0.000713521227257 	0.000333667000334
money		0.000713521227257 	0.000667334000667
laptop		0.000356760613628 	0.000667334000667
adjustments		0.000713521227257 	0.000333667000334
very good		0.00178380306814 	0.000333667000334
not		0.000713521227257 	0.00600600600601
shape		0.000356760613628 	0.000667334000667
plagued		0.000356760613628 	0.000667334000667
good looks		0.000713521227257 	0.001001001001
advertised		0.000713521227257 	0.000667334000667
touch		0.000356760613628 	0.000667334000667
speed		0.000356760613628 	0.000333667000334
yet		0.00107028184088 	0.000333667000334
value money		0.00142704245451 	0.000333667000334
buyers		0.000713521227257 	0.000333667000334
cut		0.000713521227257 	0.001001001001
lehenga		0.000356760613628 	0.000333667000334
sheldon		0.000356760613628 	0.000333667000334
tight		0.000713521227257 	0.000333667000334
hated		0.000356760613628 	0.000667334000667
seems		0.000356760613628 	0.001001001001
recommended		0.000713521227257 	0.001001001001
battery		0.000356760613628 	0.001001001001
add		0.000713521227257 	0.000333667000334
setting		0.000356760613628 	0.000667334000667
attractive		0.000713521227257 	0.000667334000667
easy		0.00107028184088 	0.000667334000667
sweet		0.000713521227257 	0.000333667000334
wildcraft		0.000356760613628 	0.000667334000667
playing		0.000356760613628 	0.000667334000667
not mark		0.000356760613628 	0.001001001001
gave		0.000713521227257 	0.000667334000667
real		0.000713521227257 	0.000333667000334
wont		0.00107028184088 	0.000333667000334
actual size		0.000356760613628 	0.001001001001
around		0.000356760613628 	0.001001001001
layering		0.000713521227257 	0.000333667000334
read		0.00214056368177 	0.000333667000334
big		0.000356760613628 	0.000667334000667
couple		0.000356760613628 	0.000333667000334
unlimited		0.000356760613628 	0.000667334000667
comfortable style		0.00107028184088 	0.000333667000334
unsafe		0.000356760613628 	0.000667334000667
dark		0.000356760613628 	0.001001001001
game		0.000356760613628 	0.000667334000667
five		0.000713521227257 	0.000333667000334
daughter loved		0.000713521227257 	0.000333667000334
casual wear		0.00107028184088 	0.000333667000334
bit		0.000713521227257 	0.000667334000667
glitches		0.000356760613628 	0.001001001001
disappointed		0.000356760613628 	0.00266933600267
apart		0.000356760613628 	0.000667334000667
shoulder		0.000356760613628 	0.000333667000334
dignity		0.000713521227257 	0.000333667000334
helpful		0.000713521227257 	0.000333667000334
gift		0.00107028184088 	0.000333667000334
qualitative		0.000356760613628 	0.000333667000334
bad quality		0.000713521227257 	0.001001001001
very bad		0.000713521227257 	0.00233566900234
glove		0.000713521227257 	0.000333667000334
oddly		0.000356760613628 	0.000667334000667
pleats		0.000713521227257 	0.000333667000334
unsightly		0.000713521227257 	0.000333667000334
overrated		0.000356760613628 	0.001001001001
clutch		0.000713521227257 	0.000333667000334
light weight		0.000713521227257 	0.000667334000667
stylish		0.00107028184088 	0.000333667000334
stripes		0.000356760613628 	0.001001001001
works		0.000713521227257 	0.000667334000667
soft		0.00107028184088 	0.000333667000334
page		0.000356760613628 	0.000333667000334
towards		0.000356760613628 	0.000667334000667
replacement		0.000356760613628 	0.000667334000667
satisfactory		0.000713521227257 	0.000333667000334
right		0.00142704245451 	0.000333667000334
old		0.000356760613628 	0.000667334000667
shabby		0.000713521227257 	0.000333667000334
deal		0.000356760613628 	0.000333667000334
exposed		0.000356760613628 	0.000667334000667
absolutely		0.000713521227257 	0.000667334000667
lookwise		0.000356760613628 	0.000667334000667
somehow		0.000356760613628 	0.000667334000667
library		0.000713521227257 	0.000333667000334
theyre		0.000356760613628 	0.000333667000334
printer		0.000356760613628 	0.001001001001
serves		0.000713521227257 	0.000333667000334
specified		0.000713521227257 	0.000333667000334
proper		0.000713521227257 	0.000667334000667
repelling		0.000356760613628 	0.000667334000667
pleased		0.000356760613628 	0.000667334000667
narrowed		0.000356760613628 	0.000667334000667
delivered		0.00107028184088 	0.001001001001
bottom		0.000356760613628 	0.000667334000667
avoid		0.000356760613628 	0.000667334000667
perfetly		0.000713521227257 	0.000333667000334
per		0.000356760613628 	0.000667334000667
seller		0.000713521227257 	0.000333667000334
wrong		0.000356760613628 	0.000333667000334
everything		0.00142704245451 	0.000667334000667
product must		0.00107028184088 	0.000333667000334
run small		0.000356760613628 	0.001001001001
epic		0.00107028184088 	0.000333667000334
adorable		0.000713521227257 	0.000333667000334
blurry		0.000356760613628 	0.000667334000667
tight waist		0.000356760613628 	0.001001001001
coller		0.000356760613628 	0.000333667000334
neatly		0.000356760613628 	0.000667334000667
run		0.000356760613628 	0.000333667000334
power		0.000713521227257 	0.000333667000334
night		0.000713521227257 	0.000333667000334
iconic		0.000713521227257 	0.000333667000334
bt		0.000356760613628 	0.000667334000667
broken		0.000356760613628 	0.001001001001
although		0.000356760613628 	0.000333667000334
keeper		0.000713521227257 	0.000333667000334
price too		0.000356760613628 	0.001001001001
wonders		0.000356760613628 	0.000667334000667
super		0.00107028184088 	0.000333667000334
throw		0.000356760613628 	0.000667334000667
product received		0.000356760613628 	0.00133466800133
hogwash		0.000356760613628 	0.000667334000667
plastic		0.000356760613628 	0.000667334000667
goods		0.000356760613628 	0.000667334000667
actual		0.000356760613628 	0.000333667000334
working		0.000356760613628 	0.000667334000667
getting		0.000356760613628 	0.000667334000667
fake product		0.000356760613628 	0.001001001001
chance		0.000713521227257 	0.000333667000334
shipping		0.000356760613628 	0.000667334000667
important		0.000356760613628 	0.000333667000334
nothing		0.000356760613628 	0.00133466800133
stand		0.000713521227257 	0.000333667000334
pockets		0.000713521227257 	0.000333667000334
flipkart		0.000713521227257 	0.002002002002
backup		0.000356760613628 	0.000667334000667
bleeds		0.000356760613628 	0.000333667000334
printed		0.000356760613628 	0.000667334000667
heavy		0.000356760613628 	0.000667334000667
raised		0.000356760613628 	0.000667334000667
own		0.000713521227257 	0.000333667000334
garbage		0.000356760613628 	0.00166833500167
stitched		0.000713521227257 	0.000667334000667
slippery		0.000356760613628 	0.000667334000667
image		0.000356760613628 	0.000667334000667
within		0.000713521227257 	0.000333667000334
shrugs		0.000356760613628 	0.000667334000667
nonsense		0.000356760613628 	0.001001001001
down		0.00107028184088 	0.002002002002
complaints		0.000713521227257 	0.000333667000334
too large		0.000356760613628 	0.00166833500167
doesnt		0.000713521227257 	0.000667334000667
parties		0.000356760613628 	0.000333667000334
couldnt		0.000356760613628 	0.000667334000667
pointless		0.000356760613628 	0.000667334000667
smells		0.000356760613628 	0.000333667000334
racquet		0.000713521227257 	0.000333667000334
revealing		0.000713521227257 	0.000333667000334
samsungs		0.000713521227257 	0.000333667000334
fabric		0.000356760613628 	0.00133466800133
amazingly		0.000713521227257 	0.000333667000334
constantly		0.000356760613628 	0.000667334000667
apps		0.000356760613628 	0.000667334000667
hey		0.000356760613628 	0.000333667000334
fast		0.00107028184088 	0.000333667000334
why		0.000356760613628 	0.000333667000334
lost		0.000356760613628 	0.000667334000667
size not		0.000713521227257 	0.00166833500167
low		0.00142704245451 	0.001001001001
lot		0.000713521227257 	0.000667334000667
recommendable		0.000713521227257 	0.000333667000334
deteriorating		0.000356760613628 	0.000667334000667
wat		0.00107028184088 	0.000333667000334
happy		0.000356760613628 	0.000333667000334
buy		0.0024973242954 	0.002002002002
complete		0.000356760613628 	0.001001001001
form		0.000356760613628 	0.000333667000334
relaxed		0.000713521227257 	0.000333667000334
buggy		0.000356760613628 	0.000667334000667
hv		0.000356760613628 	0.000333667000334
not good		0.000356760613628 	0.00467133800467
glamour		0.000713521227257 	0.000333667000334
cloth		0.000713521227257 	0.002002002002
hopes		0.000356760613628 	0.000333667000334
line		0.00107028184088 	0.000667334000667
bugs		0.000356760613628 	0.000667334000667
true		0.000356760613628 	0.000333667000334
dull		0.000356760613628 	0.00166833500167
buying		0.000713521227257 	0.000667334000667
thrilling		0.00107028184088 	0.000333667000334
made		0.000356760613628 	0.00133466800133
wise		0.000356760613628 	0.000667334000667
tab		0.000356760613628 	0.000667334000667
product completely		0.000356760613628 	0.001001001001
worth buying		0.00142704245451 	0.000333667000334
sturdy		0.00107028184088 	0.000333667000334
attached		0.000713521227257 	0.000333667000334
devices		0.000356760613628 	0.000667334000667
smashes		0.000356760613628 	0.000667334000667
great table		0.000356760613628 	0.001001001001
below		0.000356760613628 	0.000333667000334
stories		0.000713521227257 	0.000333667000334
problem		0.000713521227257 	0.00166833500167
more		0.000356760613628 	0.001001001001
rickety		0.000356760613628 	0.000667334000667
display		0.000356760613628 	0.001001001001
ordered		0.00142704245451 	0.001001001001
worthwhile		0.000356760613628 	0.000667334000667
good product		0.00107028184088 	0.001001001001
classic		0.000713521227257 	0.000333667000334
upset		0.000356760613628 	0.000667334000667
pic		0.00107028184088 	0.000667334000667
store		0.000356760613628 	0.000667334000667
life		0.000356760613628 	0.001001001001
not like		0.000356760613628 	0.000667334000667
trendy		0.000713521227257 	0.000333667000334
sometime		0.000356760613628 	0.000667334000667
ink		0.000356760613628 	0.000667334000667
crystals		0.000713521227257 	0.000333667000334
mediocre		0.000356760613628 	0.000667334000667
too big		0.000356760613628 	0.001001001001
shit		0.000356760613628 	0.000667334000667
cotton		0.000356760613628 	0.000667334000667
incorrect		0.000356760613628 	0.000667334000667
again		0.000356760613628 	0.000333667000334
compared		0.000356760613628 	0.001001001001
incredible		0.000713521227257 	0.000333667000334
dressed		0.000713521227257 	0.000333667000334
shoulders		0.000713521227257 	0.001001001001
occasional		0.000356760613628 	0.000667334000667
spellbinding		0.000713521227257 	0.000333667000334
book		0.00428112736354 	0.00233566900234
product very		0.000713521227257 	0.000667334000667
nt		0.000356760613628 	0.000667334000667
not bad		0.00107028184088 	0.000667334000667
nice		0.00321084552265 	0.000667334000667
poor		0.000356760613628 	0.000333667000334
picture		0.000713521227257 	0.001001001001
junk		0.000356760613628 	0.000333667000334
star		0.000713521227257 	0.000667334000667
very disappointed		0.000356760613628 	0.001001001001
provided		0.000356760613628 	0.000667334000667
favourite		0.000713521227257 	0.000333667000334
felt		0.000713521227257 	0.000667334000667
problems		0.000356760613628 	0.000667334000667
dented		0.000356760613628 	0.000667334000667
push		0.000356760613628 	0.000667334000667
drag		0.000356760613628 	0.000667334000667
fell		0.000713521227257 	0.000333667000334
smelling		0.000356760613628 	0.000667334000667
priced		0.000713521227257 	0.000333667000334
sides		0.000356760613628 	0.000667334000667
opened		0.000713521227257 	0.000333667000334
remote		0.000356760613628 	0.000667334000667
very smooth		0.000713521227257 	0.000333667000334
samsung		0.00107028184088 	0.001001001001
age		0.000356760613628 	0.000667334000667
daily		0.000356760613628 	0.000667334000667
not working		0.000356760613628 	0.00166833500167
jacket		0.00107028184088 	0.000333667000334
good color		0.000713521227257 	0.000333667000334
safe		0.000356760613628 	0.00133466800133
worn		0.000713521227257 	0.000333667000334
petites		0.000356760613628 	0.000667334000667
alright		0.000713521227257 	0.000333667000334
original		0.000713521227257 	0.001001001001
fits perfect		0.00178380306814 	0.000333667000334
