WORD 	P+ 	P-
model		0.000884955752212 	0.00125
thats		0.000884955752212 	0.000416666666667
left		0.000442477876106 	0.000833333333333
cenizas		0.000884955752212 	0.000416666666667
abilities		0.000442477876106 	0.000833333333333
less		0.000884955752212 	0.000416666666667
photo		0.000884955752212 	0.000416666666667
laptop		0.000442477876106 	0.000833333333333
adjustments		0.000884955752212 	0.000416666666667
front		0.000884955752212 	0.000416666666667
shape		0.000442477876106 	0.000833333333333
plagued		0.000442477876106 	0.000833333333333
advertised		0.000884955752212 	0.000416666666667
touch		0.000442477876106 	0.000833333333333
speed		0.000442477876106 	0.00125
yet		0.00132743362832 	0.000416666666667
down		0.00132743362832 	0.0025
buyers		0.000884955752212 	0.000416666666667
cut		0.000884955752212 	0.00208333333333
lehenga		0.000442477876106 	0.000833333333333
sheldon		0.00132743362832 	0.000416666666667
spellbinding		0.000884955752212 	0.000416666666667
hated		0.000442477876106 	0.000833333333333
seems		0.000442477876106 	0.00125
fitting		0.00132743362832 	0.00333333333333
simple		0.00132743362832 	0.000416666666667
add		0.000884955752212 	0.000416666666667
book		0.00663716814159 	0.00333333333333
bank		0.000884955752212 	0.000416666666667
easy		0.00309734513274 	0.00125
continuation		0.000884955752212 	0.000416666666667
wildcraft		0.000442477876106 	0.000833333333333
gave		0.000884955752212 	0.000833333333333
real		0.000884955752212 	0.000416666666667
around		0.000442477876106 	0.00125
layering		0.000884955752212 	0.000416666666667
read		0.00442477876106 	0.00125
big		0.000442477876106 	0.00208333333333
couple		0.000884955752212 	0.000416666666667
unlimited		0.000442477876106 	0.000833333333333
dark		0.000442477876106 	0.00125
game		0.000442477876106 	0.000833333333333
five		0.000884955752212 	0.000416666666667
bit		0.00132743362832 	0.000833333333333
glitches		0.000442477876106 	0.00125
disappointed		0.000442477876106 	0.00458333333333
apart		0.000442477876106 	0.000833333333333
shoulder		0.00132743362832 	0.000416666666667
packaging		0.000884955752212 	0.0025
like		0.00442477876106 	0.00416666666667
lost		0.000442477876106 	0.000833333333333
photographs		0.000442477876106 	0.000833333333333
qualitative		0.000884955752212 	0.000416666666667
serves		0.000884955752212 	0.000416666666667
oddly		0.000442477876106 	0.000833333333333
pleats		0.000884955752212 	0.000416666666667
t		0.00353982300885 	0.00791666666667
clutch		0.000884955752212 	0.000416666666667
stylish		0.00265486725664 	0.000416666666667
works		0.00221238938053 	0.000833333333333
soft		0.00309734513274 	0.000416666666667
page		0.00132743362832 	0.000416666666667
replacement		0.000442477876106 	0.000833333333333
satisfactory		0.000884955752212 	0.000833333333333
didn		0.000442477876106 	0.000833333333333
old		0.000442477876106 	0.000833333333333
shabby		0.000884955752212 	0.000416666666667
deal		0.00132743362832 	0.000416666666667
exposed		0.000442477876106 	0.000833333333333
ve		0.000442477876106 	0.000833333333333
lookwise		0.000442477876106 	0.000833333333333
somehow		0.000442477876106 	0.000833333333333
library		0.000884955752212 	0.000416666666667
towards		0.000442477876106 	0.000833333333333
glove		0.000884955752212 	0.000416666666667
specified		0.000884955752212 	0.000416666666667
proper		0.000884955752212 	0.000833333333333
repelling		0.000442477876106 	0.000833333333333
bizarre		0.000442477876106 	0.000833333333333
delivered		0.00176991150442 	0.00166666666667
friend		0.000884955752212 	0.000416666666667
bottom		0.000442477876106 	0.000833333333333
avoid		0.000442477876106 	0.000833333333333
perfetly		0.000884955752212 	0.000416666666667
per		0.000884955752212 	0.00125
seller		0.000884955752212 	0.000416666666667
wrong		0.000442477876106 	0.000833333333333
everything		0.00221238938053 	0.000833333333333
epic		0.00132743362832 	0.000416666666667
adorable		0.000884955752212 	0.000416666666667
blurry		0.000442477876106 	0.000833333333333
overrated		0.000442477876106 	0.00125
coller		0.000884955752212 	0.000416666666667
neatly		0.000442477876106 	0.000833333333333
run		0.000442477876106 	0.00125
power		0.000884955752212 	0.000416666666667
night		0.000884955752212 	0.000416666666667
iconic		0.000884955752212 	0.000416666666667
stellar		0.000884955752212 	0.000416666666667
restrictive		0.000442477876106 	0.000833333333333
although		0.000884955752212 	0.000416666666667
keeper		0.000884955752212 	0.000416666666667
super		0.00309734513274 	0.000416666666667
throw		0.000442477876106 	0.000833333333333
hogwash		0.000442477876106 	0.000833333333333
plastic		0.000442477876106 	0.000833333333333
goods		0.000442477876106 	0.000833333333333
actual		0.000442477876106 	0.00125
wore		0.000884955752212 	0.000416666666667
chance		0.000884955752212 	0.000416666666667
shipping		0.000442477876106 	0.000833333333333
advertized		0.000442477876106 	0.000833333333333
misleading		0.000442477876106 	0.00125
plus		0.000884955752212 	0.000416666666667
stand		0.000884955752212 	0.000416666666667
pockets		0.000884955752212 	0.000416666666667
wonders		0.000442477876106 	0.000833333333333
backup		0.000442477876106 	0.000833333333333
bleeds		0.000442477876106 	0.000833333333333
printed		0.000884955752212 	0.000833333333333
heavy		0.000442477876106 	0.00125
raised		0.000442477876106 	0.000833333333333
own		0.000884955752212 	0.000416666666667
garbage		0.000442477876106 	0.00208333333333
stitched		0.000884955752212 	0.000833333333333
slippery		0.000442477876106 	0.000833333333333
image		0.000442477876106 	0.000833333333333
within		0.000884955752212 	0.000416666666667
child		0.000884955752212 	0.000416666666667
nonsense		0.000442477876106 	0.00125
stop		0.000884955752212 	0.000833333333333
pair		0.000884955752212 	0.000416666666667
right		0.00176991150442 	0.000416666666667
parties		0.000884955752212 	0.000416666666667
lesson		0.000442477876106 	0.000833333333333
pointless		0.000442477876106 	0.000833333333333
smells		0.000442477876106 	0.000833333333333
racquet		0.000884955752212 	0.000416666666667
dermatologist		0.000442477876106 	0.000833333333333
fabric		0.00530973451327 	0.00166666666667
transfer		0.000442477876106 	0.000833333333333
people		0.000884955752212 	0.000833333333333
apps		0.000442477876106 	0.000833333333333
gift		0.00132743362832 	0.000416666666667
fast		0.00265486725664 	0.000416666666667
why		0.000442477876106 	0.000833333333333
absolutely		0.000884955752212 	0.000833333333333
prettier		0.000884955752212 	0.000416666666667
lot		0.000884955752212 	0.000833333333333
recommendable		0.000884955752212 	0.000416666666667
deteriorating		0.000442477876106 	0.000833333333333
damn		0.000884955752212 	0.000833333333333
wat		0.00132743362832 	0.000416666666667
cloth		0.00132743362832 	0.0025
happy		0.00265486725664 	0.00208333333333
memory		0.000884955752212 	0.000833333333333
buy		0.00309734513274 	0.01
battery		0.000442477876106 	0.00125
complete		0.000442477876106 	0.00125
form		0.000442477876106 	0.000833333333333
enough		0.00132743362832 	0.000833333333333
constantly		0.000442477876106 	0.000833333333333
relaxed		0.000884955752212 	0.000416666666667
buggy		0.000442477876106 	0.000833333333333
hv		0.000884955752212 	0.000416666666667
requested		0.000442477876106 	0.000833333333333
glamour		0.000884955752212 	0.000416666666667
jus		0.000884955752212 	0.000416666666667
slivery		0.000442477876106 	0.000833333333333
hopes		0.000442477876106 	0.00125
remote		0.000442477876106 	0.000833333333333
shrugs		0.000442477876106 	0.000833333333333
bugs		0.000442477876106 	0.000833333333333
true		0.00176991150442 	0.000416666666667
dull		0.000442477876106 	0.0025
matronly		0.000442477876106 	0.000833333333333
lovely		0.00221238938053 	0.000416666666667
wise		0.000442477876106 	0.000833333333333
tab		0.000442477876106 	0.000833333333333
j		0.000884955752212 	0.000416666666667
smooth		0.00132743362832 	0.000416666666667
devices		0.000442477876106 	0.000833333333333
ur		0.000442477876106 	0.000833333333333
below		0.000442477876106 	0.00125
stories		0.000884955752212 	0.000416666666667
problem		0.000884955752212 	0.00208333333333
loving		0.000884955752212 	0.000416666666667
rickety		0.000442477876106 	0.000833333333333
display		0.000442477876106 	0.00125
ordered		0.00176991150442 	0.00208333333333
worthwhile		0.000442477876106 	0.000833333333333
classic		0.000884955752212 	0.000416666666667
m		0.000884955752212 	0.000416666666667
pic		0.00132743362832 	0.00125
unsafe		0.000442477876106 	0.000833333333333
fuctional		0.000884955752212 	0.000416666666667
doesn		0.000884955752212 	0.000833333333333
trendy		0.000884955752212 	0.000416666666667
sometime		0.000442477876106 	0.000833333333333
disgusted		0.000442477876106 	0.000833333333333
ink		0.000442477876106 	0.000833333333333
crystals		0.000884955752212 	0.000416666666667
mediocre		0.000442477876106 	0.000833333333333
face		0.000884955752212 	0.000416666666667
shit		0.000442477876106 	0.000833333333333
cotton		0.000442477876106 	0.000833333333333
incorrect		0.000442477876106 	0.000833333333333
again		0.00132743362832 	0.000416666666667
compared		0.000442477876106 	0.00125
incredible		0.000884955752212 	0.000416666666667
dressed		0.000884955752212 	0.000416666666667
thanks		0.00265486725664 	0.000416666666667
occasional		0.000442477876106 	0.000833333333333
tight		0.00132743362832 	0.00125
build		0.000442477876106 	0.000833333333333
definitely		0.000442477876106 	0.000833333333333
normal		0.000442477876106 	0.000833333333333
nt		0.000442477876106 	0.000833333333333
nice		0.0203539823009 	0.00125
poor		0.000442477876106 	0.00458333333333
picture		0.00132743362832 	0.00208333333333
junk		0.000442477876106 	0.00125
star		0.000884955752212 	0.000833333333333
hey		0.000884955752212 	0.000416666666667
provided		0.000442477876106 	0.000833333333333
favourite		0.000884955752212 	0.000416666666667
printing		0.000442477876106 	0.00125
problems		0.000442477876106 	0.000833333333333
anywhere		0.000884955752212 	0.000416666666667
dented		0.000442477876106 	0.000833333333333
helpful		0.000884955752212 	0.000416666666667
alright		0.000884955752212 	0.000416666666667
drag		0.000442477876106 	0.000833333333333
important		0.000884955752212 	0.000416666666667
smelling		0.000442477876106 	0.000833333333333
else		0.000442477876106 	0.000833333333333
sides		0.000442477876106 	0.000833333333333
line		0.00176991150442 	0.000833333333333
opened		0.000884955752212 	0.000416666666667
e		0.000442477876106 	0.000833333333333
samsung		0.00176991150442 	0.00125
age		0.000442477876106 	0.000833333333333
daily		0.000442477876106 	0.000833333333333
jacket		0.00132743362832 	0.000416666666667
petites		0.000442477876106 	0.000833333333333
far		0.00132743362832 	0.000416666666667
original		0.000884955752212 	0.00125
